cliente_id,idade,estado_residencia,qtd_produtos_adquiridos,categoria_fidelidade
CLI-25988,61,Rio de Janeiro (RJ),4,Gold
CLI-77211,20,São Paulo (SP),3,Gold
CLI-82729,34,Minas Gerais (MG),1,Silver
CLI-54531,63,Paraná (PR),2,Silver
CLI-13719,25,Paraná (PR),4,Gold
CLI-37792,57,Minas Gerais (MG),4,Gold
CLI-23674,64,Paraná (PR),3,Gold
CLI-86469,38,Paraná (PR),1,Silver
CLI-20462,53,Bahia (BA),4,Gold
CLI-89358,51,Minas Gerais (MG),2,Silver
CLI-23297,48,Rio de Janeiro (RJ),3,Gold
CLI-55486,57,São Paulo (SP),4,Gold
CLI-11973,47,Paraná (PR),2,Silver
CLI-93250,48,Rio de Janeiro (RJ),3,Gold
CLI-42714,57,Bahia (BA),4,Gold
CLI-15137,47,Rio de Janeiro (RJ),2,Silver
CLI-70907,43,São Paulo (SP),4,Gold
CLI-59246,39,Paraná (PR),2,Silver
CLI-40050,26,Bahia (BA),1,Silver
CLI-17861,27,Bahia (BA),2,Silver
CLI-91133,38,Minas Gerais (MG),1,Silver
CLI-75691,62,São Paulo (SP),1,Silver
CLI-55907,51,Paraná (PR),2,Silver
CLI-74520,18,Rio de Janeiro (RJ),1,Silver
CLI-88518,27,São Paulo (SP),2,Silver
CLI-74274,28,Bahia (BA),3,Gold
CLI-67997,33,Bahia (BA),4,Gold
CLI-83293,23,Bahia (BA),2,Silver
CLI-36514,24,Bahia (BA),3,Gold
CLI-24297,43,São Paulo (SP),4,Gold
CLI-80673,23,Paraná (PR),2,Silver
CLI-54663,36,São Paulo (SP),4,Gold
CLI-40184,60,Rio de Janeiro (RJ),3,Gold
CLI-83659,46,Paraná (PR),1,Silver
CLI-82978,24,Bahia (BA),3,Gold
CLI-68830,49,Paraná (PR),4,Gold
CLI-64755,46,Minas Gerais (MG),1,Silver
CLI-95212,35,Bahia (BA),2,Silver
CLI-46675,43,Minas Gerais (MG),2,Silver
CLI-89462,55,Bahia (BA),2,Silver
CLI-90731,47,Paraná (PR),2,Silver
CLI-30898,24,Paraná (PR),3,Gold
CLI-85029,19,Paraná (PR),2,Silver
CLI-56512,23,Bahia (BA),2,Silver
CLI-77439,43,Bahia (BA),2,Silver
CLI-12177,63,Bahia (BA),2,Silver
CLI-88839,43,São Paulo (SP),4,Gold
CLI-64261,52,Bahia (BA),3,Gold
CLI-44612,27,Paraná (PR),2,Silver
CLI-22336,60,Bahia (BA),3,Gold
CLI-39684,47,Rio de Janeiro (RJ),2,Silver
CLI-10026,63,Rio de Janeiro (RJ),2,Silver
CLI-56613,18,Paraná (PR),1,Silver
CLI-35094,37,Rio de Janeiro (RJ),4,Gold
CLI-10123,28,Rio de Janeiro (RJ),3,Gold
CLI-16904,60,São Paulo (SP),3,Gold
CLI-29682,41,Rio de Janeiro (RJ),4,Gold
CLI-61929,56,Bahia (BA),3,Gold
CLI-36344,65,São Paulo (SP),4,Gold
CLI-87389,38,Paraná (PR),1,Silver
CLI-40913,61,Bahia (BA),4,Gold
CLI-52919,31,Bahia (BA),2,Silver
CLI-92220,53,São Paulo (SP),4,Gold
CLI-81008,27,Paraná (PR),2,Silver
CLI-62836,34,Minas Gerais (MG),1,Silver
CLI-47939,60,Bahia (BA),3,Gold
CLI-29193,45,Minas Gerais (MG),4,Gold
CLI-51071,42,Rio de Janeiro (RJ),1,Silver
CLI-15501,30,São Paulo (SP),1,Silver
CLI-24077,43,Minas Gerais (MG),2,Silver
CLI-26823,30,Paraná (PR),1,Silver
CLI-14941,30,Rio de Janeiro (RJ),1,Silver
CLI-39634,62,Rio de Janeiro (RJ),1,Silver
CLI-10569,32,Bahia (BA),3,Gold
CLI-44586,30,São Paulo (SP),1,Silver
CLI-82500,51,Rio de Janeiro (RJ),2,Silver
CLI-12530,47,Minas Gerais (MG),2,Silver
CLI-14529,38,São Paulo (SP),4,Gold
CLI-53246,31,Bahia (BA),2,Silver
CLI-95755,48,Rio de Janeiro (RJ),3,Gold
CLI-34671,26,Paraná (PR),1,Silver
CLI-69347,56,Minas Gerais (MG),3,Gold
CLI-92152,35,Minas Gerais (MG),2,Silver
CLI-61957,48,Bahia (BA),3,Gold
CLI-50209,63,Rio de Janeiro (RJ),2,Silver
CLI-68020,26,Bahia (BA),1,Silver
CLI-10910,46,Rio de Janeiro (RJ),1,Silver
CLI-39998,52,Bahia (BA),3,Gold
CLI-86439,64,São Paulo (SP),3,Gold
CLI-99016,45,São Paulo (SP),4,Gold
CLI-28194,19,São Paulo (SP),2,Silver
CLI-33077,33,Minas Gerais (MG),4,Gold
CLI-44792,23,Rio de Janeiro (RJ),2,Silver
CLI-96173,60,Paraná (PR),3,Gold
CLI-10422,65,Bahia (BA),4,Gold
CLI-75508,38,Paraná (PR),1,Silver
CLI-13945,46,Rio de Janeiro (RJ),1,Silver
CLI-12225,59,São Paulo (SP),2,Silver
CLI-71260,57,Minas Gerais (MG),4,Gold
CLI-59019,56,Rio de Janeiro (RJ),3,Gold
CLI-87926,61,Paraná (PR),4,Gold
CLI-45935,39,Paraná (PR),2,Silver
CLI-48584,52,Rio de Janeiro (RJ),3,Gold
CLI-74987,45,Bahia (BA),4,Gold
CLI-11150,56,Bahia (BA),3,Gold
CLI-11867,28,Bahia (BA),3,Gold
CLI-49776,58,São Paulo (SP),1,Silver
CLI-70471,29,Minas Gerais (MG),4,Gold
CLI-18675,27,Minas Gerais (MG),2,Silver
CLI-28600,31,Bahia (BA),2,Silver
CLI-69238,28,Paraná (PR),3,Gold
CLI-64643,51,Rio de Janeiro (RJ),2,Silver
CLI-83476,29,Rio de Janeiro (RJ),4,Gold
CLI-32881,50,Rio de Janeiro (RJ),1,Silver
CLI-32138,25,Bahia (BA),4,Gold
CLI-99113,22,Bahia (BA),1,Silver
CLI-74163,59,Paraná (PR),2,Silver
CLI-80323,42,Minas Gerais (MG),1,Silver
CLI-71450,56,Minas Gerais (MG),3,Gold
CLI-98393,61,Rio de Janeiro (RJ),4,Gold
CLI-51582,20,Minas Gerais (MG),3,Gold
CLI-27599,55,Minas Gerais (MG),2,Silver
CLI-66571,19,Paraná (PR),2,Silver
CLI-44267,35,Bahia (BA),2,Silver
CLI-59938,19,São Paulo (SP),2,Silver
CLI-69768,25,Paraná (PR),4,Gold
CLI-52063,44,Bahia (BA),3,Gold
CLI-28976,19,Rio de Janeiro (RJ),2,Silver
CLI-67628,19,São Paulo (SP),2,Silver
CLI-23973,33,Bahia (BA),4,Gold
CLI-29697,60,São Paulo (SP),3,Gold
CLI-91664,36,São Paulo (SP),4,Gold
CLI-38755,34,Minas Gerais (MG),1,Silver
CLI-57934,50,Rio de Janeiro (RJ),1,Silver
CLI-19547,51,Rio de Janeiro (RJ),2,Silver
CLI-13591,52,Paraná (PR),3,Gold
CLI-58235,58,Rio de Janeiro (RJ),1,Silver
CLI-43947,59,Bahia (BA),2,Silver
CLI-74349,27,Paraná (PR),2,Silver
CLI-84710,32,São Paulo (SP),3,Gold
CLI-10704,53,Minas Gerais (MG),4,Gold
CLI-61903,39,São Paulo (SP),4,Gold
CLI-50881,30,Rio de Janeiro (RJ),1,Silver
CLI-11984,37,Paraná (PR),4,Gold
CLI-99963,44,Minas Gerais (MG),3,Gold
CLI-75627,22,Rio de Janeiro (RJ),1,Silver
CLI-10101,35,Bahia (BA),2,Silver
CLI-54525,58,Paraná (PR),1,Silver
CLI-74150,26,Bahia (BA),1,Silver
CLI-74997,21,Bahia (BA),4,Gold
CLI-43120,53,Bahia (BA),4,Gold
CLI-56164,28,Bahia (BA),3,Gold
CLI-62023,21,Paraná (PR),4,Gold
CLI-70700,39,Paraná (PR),2,Silver
CLI-57211,60,São Paulo (SP),3,Gold
CLI-23952,32,Minas Gerais (MG),3,Gold
CLI-98540,22,Rio de Janeiro (RJ),1,Silver
CLI-58581,34,Rio de Janeiro (RJ),1,Silver
CLI-79992,29,São Paulo (SP),4,Gold
CLI-26886,20,Bahia (BA),3,Gold
CLI-29679,54,Minas Gerais (MG),1,Silver
CLI-63942,39,Bahia (BA),2,Silver
CLI-36520,63,Minas Gerais (MG),2,Silver
CLI-87370,64,São Paulo (SP),3,Gold
CLI-96978,50,Paraná (PR),1,Silver
CLI-82161,27,São Paulo (SP),2,Silver
CLI-27952,39,Rio de Janeiro (RJ),2,Silver
CLI-99756,19,Rio de Janeiro (RJ),2,Silver
CLI-45174,64,Rio de Janeiro (RJ),3,Gold
CLI-48018,28,São Paulo (SP),3,Gold
CLI-62171,39,Minas Gerais (MG),2,Silver
CLI-25922,28,São Paulo (SP),3,Gold
CLI-10537,33,São Paulo (SP),4,Gold
CLI-56311,23,São Paulo (SP),2,Silver
CLI-35635,19,Minas Gerais (MG),2,Silver
CLI-39322,58,Paraná (PR),1,Silver
CLI-68246,51,São Paulo (SP),4,Gold
CLI-10682,63,Bahia (BA),2,Silver
CLI-91030,52,Bahia (BA),3,Gold
CLI-34852,20,São Paulo (SP),3,Gold
CLI-15029,61,Paraná (PR),4,Gold
CLI-27118,44,Rio de Janeiro (RJ),3,Gold
CLI-51334,29,Rio de Janeiro (RJ),4,Gold
CLI-30466,19,São Paulo (SP),2,Silver
CLI-32074,50,Minas Gerais (MG),1,Silver
CLI-38612,53,Minas Gerais (MG),4,Gold
CLI-80005,58,Rio de Janeiro (RJ),1,Silver
CLI-43342,59,Paraná (PR),2,Silver
CLI-92886,25,São Paulo (SP),4,Gold
CLI-76655,55,Paraná (PR),2,Silver
CLI-40275,34,Rio de Janeiro (RJ),1,Silver
CLI-92739,60,Bahia (BA),3,Gold
CLI-91005,38,Paraná (PR),1,Silver
CLI-29156,37,Minas Gerais (MG),4,Gold
CLI-82315,19,Rio de Janeiro (RJ),2,Silver
CLI-64806,62,Minas Gerais (MG),1,Silver
CLI-60170,32,Bahia (BA),3,Gold
CLI-52923,59,Rio de Janeiro (RJ),2,Silver
CLI-25091,65,Rio de Janeiro (RJ),4,Gold
CLI-11359,51,São Paulo (SP),4,Gold
CLI-32476,25,Minas Gerais (MG),4,Gold
CLI-30342,45,Paraná (PR),4,Gold
CLI-73695,18,Paraná (PR),1,Silver
CLI-62471,59,São Paulo (SP),2,Silver
CLI-70385,38,Minas Gerais (MG),1,Silver
CLI-98159,42,Rio de Janeiro (RJ),1,Silver
CLI-57385,55,Paraná (PR),2,Silver
CLI-54000,41,Bahia (BA),4,Gold
CLI-72734,29,Rio de Janeiro (RJ),4,Gold
CLI-86187,39,Paraná (PR),2,Silver
CLI-15162,46,São Paulo (SP),4,Gold
CLI-94169,40,Minas Gerais (MG),3,Gold
CLI-35330,26,Minas Gerais (MG),1,Silver
CLI-13735,37,Minas Gerais (MG),4,Gold
CLI-87615,63,Bahia (BA),2,Silver
CLI-47753,65,São Paulo (SP),4,Gold
CLI-29023,18,Rio de Janeiro (RJ),1,Silver
CLI-16085,61,Rio de Janeiro (RJ),4,Gold
CLI-65030,41,Bahia (BA),4,Gold
CLI-83717,27,Rio de Janeiro (RJ),2,Silver
CLI-26980,42,São Paulo (SP),4,Gold
CLI-49030,46,Paraná (PR),1,Silver
CLI-90199,40,São Paulo (SP),4,Gold
CLI-62963,37,São Paulo (SP),4,Gold
CLI-79191,43,Bahia (BA),2,Silver
CLI-63547,53,São Paulo (SP),4,Gold
CLI-19429,35,Minas Gerais (MG),2,Silver
CLI-29546,56,Bahia (BA),3,Gold
CLI-47965,21,Bahia (BA),4,Gold
CLI-30727,44,Paraná (PR),3,Gold
CLI-61410,28,Paraná (PR),3,Gold
CLI-28482,38,São Paulo (SP),4,Gold
CLI-53453,60,Rio de Janeiro (RJ),3,Gold
CLI-89572,62,Paraná (PR),1,Silver
CLI-93509,48,Rio de Janeiro (RJ),3,Gold
CLI-52037,46,Minas Gerais (MG),1,Silver
CLI-39070,47,Bahia (BA),2,Silver
CLI-50156,59,Bahia (BA),2,Silver
CLI-88556,18,Paraná (PR),1,Silver
CLI-51215,57,São Paulo (SP),4,Gold
CLI-43303,46,Minas Gerais (MG),1,Silver
CLI-33272,29,Paraná (PR),4,Gold
CLI-46328,36,Rio de Janeiro (RJ),3,Gold
CLI-37564,21,São Paulo (SP),4,Gold
CLI-30625,18,Bahia (BA),1,Silver
CLI-87303,20,Paraná (PR),3,Gold
CLI-71885,29,Minas Gerais (MG),4,Gold
CLI-46858,22,Paraná (PR),1,Silver
CLI-48437,65,Bahia (BA),4,Gold
CLI-46195,38,São Paulo (SP),4,Gold
CLI-54781,25,São Paulo (SP),4,Gold
CLI-40916,55,Bahia (BA),2,Silver
CLI-49663,57,Minas Gerais (MG),4,Gold
CLI-57277,34,Bahia (BA),1,Silver
CLI-50618,65,São Paulo (SP),4,Gold
CLI-41464,24,Paraná (PR),3,Gold
CLI-93472,29,Rio de Janeiro (RJ),4,Gold
CLI-58616,65,São Paulo (SP),4,Gold
CLI-49756,30,São Paulo (SP),1,Silver
CLI-59241,55,Rio de Janeiro (RJ),2,Silver
CLI-27909,18,Minas Gerais (MG),1,Silver
CLI-58416,19,São Paulo (SP),2,Silver
CLI-80756,48,São Paulo (SP),4,Gold
CLI-18488,32,Rio de Janeiro (RJ),3,Gold
CLI-93208,51,Paraná (PR),2,Silver
CLI-99223,42,Minas Gerais (MG),1,Silver
CLI-79074,27,Bahia (BA),2,Silver
CLI-33052,23,Paraná (PR),2,Silver
CLI-52282,49,Minas Gerais (MG),4,Gold
CLI-67250,24,São Paulo (SP),3,Gold
CLI-19712,27,Rio de Janeiro (RJ),2,Silver
CLI-62829,55,Minas Gerais (MG),2,Silver
CLI-43048,59,Rio de Janeiro (RJ),2,Silver
CLI-43132,35,Rio de Janeiro (RJ),2,Silver
CLI-65824,40,São Paulo (SP),4,Gold
CLI-45032,63,Minas Gerais (MG),2,Silver
CLI-68902,48,Bahia (BA),3,Gold
CLI-45523,63,Paraná (PR),2,Silver
CLI-75108,32,Bahia (BA),3,Gold
CLI-64512,32,Bahia (BA),3,Gold
CLI-51470,51,Minas Gerais (MG),2,Silver
CLI-40875,44,São Paulo (SP),4,Gold
CLI-22086,46,São Paulo (SP),4,Gold
CLI-75452,62,São Paulo (SP),1,Silver
CLI-86182,27,Minas Gerais (MG),2,Silver
CLI-29774,54,Rio de Janeiro (RJ),1,Silver
CLI-77298,31,Bahia (BA),2,Silver
CLI-51948,44,São Paulo (SP),4,Gold
CLI-70013,48,Rio de Janeiro (RJ),3,Gold
CLI-27995,44,Paraná (PR),3,Gold
CLI-12372,44,Paraná (PR),3,Gold
CLI-14653,35,São Paulo (SP),4,Gold
CLI-19763,36,São Paulo (SP),4,Gold
CLI-64318,40,Rio de Janeiro (RJ),3,Gold
CLI-32912,21,Paraná (PR),4,Gold
CLI-77734,34,Bahia (BA),1,Silver
CLI-78637,36,Minas Gerais (MG),3,Gold
CLI-29629,28,São Paulo (SP),3,Gold
CLI-57862,64,Rio de Janeiro (RJ),3,Gold
CLI-53315,53,Paraná (PR),4,Gold
CLI-87495,55,Paraná (PR),2,Silver
CLI-94562,36,São Paulo (SP),4,Gold
CLI-64908,61,São Paulo (SP),4,Gold
CLI-48141,26,Bahia (BA),1,Silver
CLI-29323,53,Paraná (PR),4,Gold
CLI-40508,48,Rio de Janeiro (RJ),3,Gold
CLI-86641,52,Minas Gerais (MG),3,Gold
CLI-46746,22,São Paulo (SP),1,Silver
CLI-45806,30,Paraná (PR),1,Silver
CLI-67668,45,Bahia (BA),4,Gold
CLI-61786,32,Rio de Janeiro (RJ),3,Gold
CLI-17480,33,Rio de Janeiro (RJ),4,Gold
CLI-76308,23,Rio de Janeiro (RJ),2,Silver
CLI-31526,63,Bahia (BA),2,Silver
CLI-46583,53,Minas Gerais (MG),4,Gold
CLI-22305,32,Paraná (PR),3,Gold
CLI-44624,42,Rio de Janeiro (RJ),1,Silver
CLI-44415,38,Bahia (BA),1,Silver
CLI-66775,46,São Paulo (SP),4,Gold
CLI-32058,25,Paraná (PR),4,Gold
CLI-46543,41,São Paulo (SP),4,Gold
CLI-16667,24,Bahia (BA),3,Gold
CLI-21959,31,Paraná (PR),2,Silver
CLI-94111,19,São Paulo (SP),2,Silver
CLI-51118,26,Rio de Janeiro (RJ),1,Silver
CLI-99058,35,Minas Gerais (MG),2,Silver
CLI-20721,64,Paraná (PR),3,Gold
CLI-80605,51,Rio de Janeiro (RJ),2,Silver
CLI-38639,38,Paraná (PR),1,Silver
CLI-36219,24,Rio de Janeiro (RJ),3,Gold
CLI-37930,65,Paraná (PR),4,Gold
CLI-39302,57,São Paulo (SP),4,Gold
CLI-80632,23,Paraná (PR),2,Silver
CLI-58700,56,Minas Gerais (MG),3,Gold
CLI-75127,64,Minas Gerais (MG),3,Gold
CLI-87193,20,Rio de Janeiro (RJ),3,Gold
CLI-38049,49,Rio de Janeiro (RJ),4,Gold
CLI-94582,20,São Paulo (SP),3,Gold
CLI-75523,38,Paraná (PR),1,Silver
CLI-68626,48,São Paulo (SP),4,Gold
CLI-45537,50,Bahia (BA),1,Silver
CLI-93644,32,Rio de Janeiro (RJ),3,Gold
CLI-38381,51,Bahia (BA),2,Silver
CLI-81062,47,Minas Gerais (MG),2,Silver
CLI-28645,30,Paraná (PR),1,Silver
CLI-88353,45,Bahia (BA),4,Gold
CLI-82541,34,Bahia (BA),1,Silver
CLI-16304,52,São Paulo (SP),4,Gold
CLI-24280,51,Bahia (BA),2,Silver
CLI-35392,18,Bahia (BA),1,Silver
CLI-46514,38,Minas Gerais (MG),1,Silver
CLI-32495,24,São Paulo (SP),3,Gold
CLI-75232,63,Minas Gerais (MG),2,Silver
CLI-51192,18,Minas Gerais (MG),1,Silver
CLI-19150,18,Minas Gerais (MG),1,Silver
CLI-61502,37,Rio de Janeiro (RJ),4,Gold
CLI-85951,52,Paraná (PR),3,Gold
CLI-12588,56,Bahia (BA),3,Gold
CLI-53048,58,Minas Gerais (MG),1,Silver
CLI-71207,37,São Paulo (SP),4,Gold
CLI-60782,24,São Paulo (SP),3,Gold
CLI-99086,23,Rio de Janeiro (RJ),2,Silver
CLI-32232,46,Bahia (BA),1,Silver
CLI-71726,24,Bahia (BA),3,Gold
CLI-73605,19,Rio de Janeiro (RJ),2,Silver
CLI-43320,39,São Paulo (SP),4,Gold
CLI-38014,39,Bahia (BA),2,Silver
CLI-41005,21,Paraná (PR),4,Gold
CLI-87925,62,Minas Gerais (MG),1,Silver
CLI-52969,47,Rio de Janeiro (RJ),2,Silver
CLI-87498,39,São Paulo (SP),4,Gold
CLI-23340,28,Rio de Janeiro (RJ),3,Gold
CLI-63593,30,Minas Gerais (MG),1,Silver
CLI-19346,25,Paraná (PR),4,Gold
CLI-58088,24,Rio de Janeiro (RJ),3,Gold
CLI-63346,54,Bahia (BA),1,Silver
CLI-63736,65,Bahia (BA),4,Gold
CLI-11164,64,Paraná (PR),3,Gold
CLI-88745,41,São Paulo (SP),4,Gold
CLI-85691,48,São Paulo (SP),4,Gold
CLI-20572,42,Minas Gerais (MG),1,Silver
CLI-31050,42,Rio de Janeiro (RJ),1,Silver
CLI-12129,30,Paraná (PR),1,Silver
CLI-47622,20,São Paulo (SP),3,Gold
CLI-85557,49,Rio de Janeiro (RJ),4,Gold
CLI-51049,58,Paraná (PR),1,Silver
CLI-14610,45,Bahia (BA),4,Gold
CLI-92410,52,Bahia (BA),3,Gold
CLI-12040,21,Paraná (PR),4,Gold
CLI-41635,63,Paraná (PR),2,Silver
CLI-24240,61,Rio de Janeiro (RJ),4,Gold
CLI-40021,45,Bahia (BA),4,Gold
CLI-17293,59,Rio de Janeiro (RJ),2,Silver
CLI-42283,60,Rio de Janeiro (RJ),3,Gold
CLI-60756,65,São Paulo (SP),4,Gold
CLI-86526,58,Bahia (BA),1,Silver
CLI-87519,38,Bahia (BA),1,Silver
CLI-74066,56,Bahia (BA),3,Gold
CLI-71972,22,Rio de Janeiro (RJ),1,Silver
CLI-48039,38,Minas Gerais (MG),1,Silver
CLI-94638,46,Minas Gerais (MG),1,Silver
CLI-60897,31,São Paulo (SP),2,Silver
CLI-63254,50,São Paulo (SP),4,Gold
CLI-76433,18,Bahia (BA),1,Silver
CLI-39004,65,Bahia (BA),4,Gold
CLI-89161,55,Bahia (BA),2,Silver
CLI-96205,59,Minas Gerais (MG),2,Silver
CLI-72704,42,Minas Gerais (MG),1,Silver
CLI-51084,60,Rio de Janeiro (RJ),3,Gold
CLI-53384,51,Paraná (PR),2,Silver
CLI-32409,52,São Paulo (SP),4,Gold
CLI-57077,45,Bahia (BA),4,Gold
CLI-95298,21,Bahia (BA),4,Gold
CLI-99996,24,Rio de Janeiro (RJ),3,Gold
CLI-72358,47,Paraná (PR),2,Silver
CLI-79158,29,São Paulo (SP),4,Gold
CLI-79475,43,Paraná (PR),2,Silver
CLI-26183,53,Bahia (BA),4,Gold
CLI-79795,47,Bahia (BA),2,Silver
CLI-74122,53,Minas Gerais (MG),4,Gold
CLI-18417,51,São Paulo (SP),4,Gold
CLI-53891,37,São Paulo (SP),4,Gold
CLI-12846,28,Bahia (BA),3,Gold
CLI-40787,18,Paraná (PR),1,Silver
CLI-94757,45,Paraná (PR),4,Gold
CLI-32998,23,Rio de Janeiro (RJ),2,Silver
CLI-91201,37,São Paulo (SP),4,Gold
CLI-95119,52,Rio de Janeiro (RJ),3,Gold
CLI-88106,44,Paraná (PR),3,Gold
CLI-62253,62,Paraná (PR),1,Silver
CLI-53535,22,Rio de Janeiro (RJ),1,Silver
CLI-70848,62,Bahia (BA),1,Silver
CLI-99090,59,Minas Gerais (MG),2,Silver
CLI-48743,65,Paraná (PR),4,Gold
CLI-88606,38,Paraná (PR),1,Silver
CLI-45350,56,Bahia (BA),3,Gold
CLI-48123,40,Bahia (BA),3,Gold
CLI-69121,30,Rio de Janeiro (RJ),1,Silver
CLI-88629,21,São Paulo (SP),4,Gold
CLI-69447,30,São Paulo (SP),1,Silver
CLI-87095,56,Paraná (PR),3,Gold
CLI-42702,55,São Paulo (SP),4,Gold
CLI-59362,23,Minas Gerais (MG),2,Silver
CLI-11926,44,Minas Gerais (MG),3,Gold
CLI-32394,53,Paraná (PR),4,Gold
CLI-30941,43,São Paulo (SP),4,Gold
CLI-68863,55,Minas Gerais (MG),2,Silver
CLI-56643,61,Paraná (PR),4,Gold
CLI-16290,45,Bahia (BA),4,Gold
CLI-14332,19,Minas Gerais (MG),2,Silver
CLI-32916,23,Rio de Janeiro (RJ),2,Silver
CLI-12688,61,São Paulo (SP),4,Gold
CLI-28880,28,Paraná (PR),3,Gold
CLI-64357,63,Paraná (PR),2,Silver
CLI-19876,53,Bahia (BA),4,Gold
CLI-22514,32,Paraná (PR),3,Gold
CLI-38974,39,Bahia (BA),2,Silver
CLI-67333,55,Paraná (PR),2,Silver
CLI-34436,26,Rio de Janeiro (RJ),1,Silver
CLI-70690,46,Minas Gerais (MG),1,Silver
CLI-70425,61,Bahia (BA),4,Gold
CLI-83010,48,Rio de Janeiro (RJ),3,Gold
CLI-42632,45,Paraná (PR),4,Gold
CLI-52784,64,Minas Gerais (MG),3,Gold
CLI-68005,34,São Paulo (SP),1,Silver
CLI-46965,40,Rio de Janeiro (RJ),3,Gold
CLI-19144,51,Rio de Janeiro (RJ),2,Silver
CLI-66214,38,Paraná (PR),1,Silver
CLI-13798,38,Rio de Janeiro (RJ),1,Silver
CLI-79964,51,São Paulo (SP),4,Gold
CLI-57743,45,Paraná (PR),4,Gold
CLI-63609,59,São Paulo (SP),2,Silver
CLI-73019,40,Bahia (BA),3,Gold
CLI-12048,48,São Paulo (SP),4,Gold
CLI-52862,62,Rio de Janeiro (RJ),1,Silver
CLI-82627,27,São Paulo (SP),2,Silver
CLI-16776,48,Rio de Janeiro (RJ),3,Gold
CLI-66262,52,Rio de Janeiro (RJ),3,Gold
CLI-29311,65,Minas Gerais (MG),4,Gold
CLI-67176,65,Minas Gerais (MG),4,Gold
CLI-27571,27,Rio de Janeiro (RJ),2,Silver
CLI-77305,28,Minas Gerais (MG),3,Gold
CLI-68978,50,Paraná (PR),1,Silver
CLI-18590,37,Minas Gerais (MG),4,Gold
CLI-62049,63,Minas Gerais (MG),2,Silver
CLI-92338,53,Minas Gerais (MG),4,Gold
CLI-67711,60,São Paulo (SP),3,Gold
CLI-36957,47,Minas Gerais (MG),2,Silver
CLI-77306,20,Paraná (PR),3,Gold
CLI-23985,57,Bahia (BA),4,Gold
CLI-26304,29,Rio de Janeiro (RJ),4,Gold
CLI-58925,32,Paraná (PR),3,Gold
CLI-29453,33,Minas Gerais (MG),4,Gold
CLI-26240,64,Rio de Janeiro (RJ),3,Gold
CLI-11387,48,Paraná (PR),3,Gold
CLI-33820,46,Paraná (PR),1,Silver
CLI-38230,29,Paraná (PR),4,Gold
CLI-38326,56,Minas Gerais (MG),3,Gold
CLI-68355,30,São Paulo (SP),1,Silver
CLI-86661,54,Minas Gerais (MG),1,Silver
CLI-66557,23,São Paulo (SP),2,Silver
CLI-26424,48,São Paulo (SP),4,Gold
CLI-12899,20,Paraná (PR),3,Gold
CLI-44484,52,Bahia (BA),3,Gold
CLI-71429,60,Paraná (PR),3,Gold
CLI-98621,18,Bahia (BA),1,Silver
CLI-56252,38,Bahia (BA),1,Silver
CLI-92490,28,Bahia (BA),3,Gold
CLI-95661,57,Minas Gerais (MG),4,Gold
CLI-41710,21,São Paulo (SP),4,Gold
CLI-91439,51,Rio de Janeiro (RJ),2,Silver
CLI-63167,40,Rio de Janeiro (RJ),3,Gold
CLI-85747,24,Minas Gerais (MG),3,Gold
CLI-67619,32,São Paulo (SP),3,Gold
CLI-86332,58,São Paulo (SP),1,Silver
CLI-86055,32,Bahia (BA),3,Gold
CLI-62542,20,Minas Gerais (MG),3,Gold
CLI-11687,41,São Paulo (SP),4,Gold
CLI-24019,63,Bahia (BA),2,Silver
CLI-50668,61,Minas Gerais (MG),4,Gold
CLI-24192,58,Paraná (PR),1,Silver
CLI-36285,54,Minas Gerais (MG),1,Silver
CLI-32534,35,Paraná (PR),2,Silver
CLI-31179,52,Rio de Janeiro (RJ),3,Gold
CLI-56010,34,Bahia (BA),1,Silver
CLI-78799,61,Paraná (PR),4,Gold
CLI-23239,21,Paraná (PR),4,Gold
CLI-20011,61,Rio de Janeiro (RJ),4,Gold
CLI-65137,23,São Paulo (SP),2,Silver
CLI-50731,51,Paraná (PR),2,Silver
CLI-65302,64,Paraná (PR),3,Gold
CLI-28039,61,São Paulo (SP),4,Gold
CLI-91974,53,São Paulo (SP),4,Gold
CLI-86562,51,Minas Gerais (MG),2,Silver
CLI-69064,55,Rio de Janeiro (RJ),2,Silver
CLI-41669,30,Paraná (PR),1,Silver
CLI-25216,21,Paraná (PR),4,Gold
CLI-30096,50,Paraná (PR),1,Silver
CLI-15375,63,Paraná (PR),2,Silver
CLI-70759,39,Rio de Janeiro (RJ),2,Silver
CLI-74408,58,Bahia (BA),1,Silver
CLI-66521,26,Bahia (BA),1,Silver
CLI-99752,47,Paraná (PR),2,Silver
CLI-31588,55,Minas Gerais (MG),2,Silver
CLI-64112,33,São Paulo (SP),4,Gold
CLI-29200,55,Paraná (PR),2,Silver
CLI-10337,45,Bahia (BA),4,Gold
CLI-22603,22,Rio de Janeiro (RJ),1,Silver
CLI-24408,20,Rio de Janeiro (RJ),3,Gold
CLI-44830,54,São Paulo (SP),4,Gold
CLI-71525,39,Bahia (BA),2,Silver
CLI-11129,53,Rio de Janeiro (RJ),4,Gold
CLI-19861,63,Rio de Janeiro (RJ),2,Silver
CLI-39225,24,Rio de Janeiro (RJ),3,Gold
CLI-82914,25,Minas Gerais (MG),4,Gold
CLI-37711,18,Minas Gerais (MG),1,Silver
CLI-89507,26,Minas Gerais (MG),1,Silver
CLI-36254,54,Paraná (PR),1,Silver
CLI-47933,53,Paraná (PR),4,Gold
